-1.2496,-1.1191,-1.1823,-0.9706,-0.9280,-0.8721,-0.9745,-1.3130,-1.1544,-1.2059,-1.1417,-1.3050,-0.7933,-0.8900,-1.0605,-0.9822,-1.3408,-1.2953,-1.3146,-1.5218,-1.4765,-1.3647,-1.2974,-1.5654,-1.5596,-1.2873,-1.6658,-1.4764,-1.4654,-1.5339
-0.7926,-0.8463,-0.8106,-0.5209,-0.7247,-0.9894,-0.5566,-0.8676,-0.6967,-0.8359,-0.9576,-0.8034,-0.9914,-1.1068,-1.2497,-1.3893,-1.1949,-1.1914,-1.0397,-1.2694,-1.2510,-1.3070,-1.4228,-1.4606,-1.3057,-1.3154,-1.4259,-1.3245,-1.4769,-1.4793
-0.6904,-0.6136,-0.6972,-0.3752,-0.6294,-0.5746,-0.5810,-0.7637,-0.9644,-0.9675,-1.3400,-0.9256,-0.9111,-0.7727,-1.1230,-1.0331,-1.1391,-1.2348,-1.2092,-1.3089,-1.4189,-1.5441,-1.3515,-1.3624,-1.2521,-1.2959,-1.5090,-1.4589,-1.3949,-1.4949
-0.3714,-0.6389,-0.6522,-0.4829,-0.5835,-0.6298,-0.3942,-0.7314,-0.4402,-0.8482,-0.7773,-0.5144,-0.8373,-0.8054,-0.7971,-1.0875,-1.0622,-0.9422,-0.8937,-1.1078,-1.1329,-0.9157,-1.0792,-1.1258,-1.1730,-1.3627,-1.0573,-1.3156,-1.2762,-1.1596
-0.3874,-0.3196,-0.2265,-0.1326,-0.6526,-0.5789,-0.2683,-0.8712,-0.6047,-0.8457,-0.5747,-0.6503,-1.0010,-0.8755,-0.6893,-0.9597,-0.9819,-0.8432,-1.0650,-1.3071,-0.9601,-0.9926,-1.1695,-0.9991,-1.3625,-1.2208,-1.1920,-0.9648,-1.3610,-1.3005
-0.6208,-0.5088,-0.5079,-0.2076,-0.5220,-0.5434,-0.3797,-0.3265,-0.5670,-0.6904,-0.8409,-0.6549,-0.6056,-0.6677,-0.7012,-0.9674,-1.0079,-0.8390,-1.0238,-0.9753,-0.8506,-1.0328,-0.9855,-1.0581,-1.2300,-1.0224,-0.9117,-1.1696,-1.2227,-1.2651
-0.4444,-0.3323,-0.3009,-0.3411,-0.3854,-0.4095,-0.4115,-0.5963,-0.5129,-0.5312,-0.4942,-0.2402,-0.5693,-0.5425,-0.5333,-0.5032,-0.8451,-0.5253,-0.9420,-0.8016,-0.8340,-0.8769,-0.7883,-0.9354,-0.6772,-0.9894,-1.0900,-1.1703,-1.0461,-1.1099
-0.1122,-0.1556,-0.2287,0.1537,-0.3810,-0.3346,-0.1897,-0.2917,-0.2940,-0.4048,-0.4500,-0.4344,-0.4811,-0.3790,-0.5901,-0.4757,-0.7914,-0.7978,-0.6929,-0.6575,-0.8674,-0.8085,-0.8556,-0.8326,-0.9116,-0.6949,-0.9328,-0.8544,-1.0017,-1.0366
-0.0064,0.1003,0.2495,0.0722,-0.1675,-0.0135,-0.1799,-0.0049,-0.1491,-0.0981,-0.3729,-0.3450,-0.5388,-0.4363,-0.5528,-0.4399,-0.5379,-0.6351,-0.5671,-0.3707,-0.6432,-0.4947,-0.8783,-0.9208,-0.6103,-0.7377,-0.7579,-0.8869,-0.8213,-0.9236
0.1860,-0.0460,0.0042,0.2188,0.1030,0.0361,-0.2572,-0.1683,-0.0878,-0.3226,-0.3399,-0.0836,-0.1199,-0.2330,-0.3272,-0.4159,-0.4277,-0.3647,-0.4481,-0.4935,-0.7510,-0.7757,-0.4616,-0.6037,-0.6668,-0.5477,-0.6536,-0.6612,-1.0118,-0.8160
